State,Industrial Code,No. of Persons Engaged (no.),Workers,Directly Employed,Men,Women,Employed Through Contractors,Employees Other Than Workers,Supervisory and Managerial,Other Employees,Unpaid family members/proprietor etc,Total Mandays Employed (in '000),Wages and Salaries Including,Wages and Salary Including Bonus,Wages and Salary,workers,Supervisory & Managerial,Other Employees,Bonus to All Staff,Employers' Contribution,
Karnataka,325,7295,5747,4262,3103,1159,1484,1548,743,805,1,2029,45275,39892,38514,18883,16505,3126,1378,5383,
Karnataka,329,4816,3832,2721,1626,1095,1111,981,670,311,3,1516,22972,21348,20791,7761,12158,872,556,1624,
Karnataka,331,2459,1852,930,905,25,922,606,232,374,2,722,16108,14771,13926,7600,4799,1527,846,1337,
Karnataka,381,175,129,117,76,41,12,46,14,32,0,52,412,366,361,198,87,76,5,46,
Karnataka,382,621,453,262,215,47,191,168,101,67,0,183,2666,2413,2319,1239,804,276,93,253,
Karnataka,383,395,214,151,132,19,63,172,82,90,8,110,1108,1044,1027,357,451,219,17,64,
Karnataka,581,1760,411,336,300,36,75,1349,1096,253,0,530,9491,7390,7376,1272,4790,1314,15,2101,
Karnataka,Other,38961,27723,22606,21181,1425,5118,11189,5048,6141,49,11787,139101,124355,118742,61441,40352,16949,5613,14746,
Kerala,All,311082,241677,189971,111561,78410,51706,67321,29817,37504,2084,89424,1098279,951306,907663,519244,271558,116861,43643,146973,
Kerala,101,228,183,183,122,61,0,44,17,27,1,71,726,677,673,501,87,85,3,49,
Kerala,102,15471,13044,7443,2858,4585,5601,2397,959,1438,30,4653,36421,31810,29396,21017,5159,3220,2413,4611,
Kerala,103,1320,908,871,176,695,37,393,169,224,19,382,3278,2924,2646,1264,976,406,277,354,
Kerala,104,4185,2394,1869,1013,856,526,1782,481,1301,9,1174,11745,10777,10427,4338,3661,2428,350,968,
Kerala,105,5947,4308,2651,1665,986,1658,1622,562,1060,18,1978,23418,20058,19745,11619,4861,3265,313,3360,
Kerala,106,5961,4422,4038,2519,1519,385,1482,480,1002,57,1809,17894,16097,15545,8837,3770,2938,552,1797,
Kerala,107,55663,46380,42848,9326,33522,3533,8951,3819,5132,332,14523,127689,112105,103916,58210,32135,13571,8189,15584,
Kerala,108,2143,1731,896,869,27,835,411,180,231,2,692,11024,9147,8091,5278,1769,1044,1055,1877,
Kerala,110,3058,2447,1428,547,881,1020,580,318,262,32,781,7193,6493,6175,3877,1701,597,319,700,
Kerala,120,11413,10735,4612,225,4387,6124,516,99,417,162,2712,10454,9270,8272,7772,111,389,999,1184,
Kerala,131,9611,8209,7052,3433,3619,1158,1345,656,689,57,2721,27935,24123,23038,16845,4439,1754,1085,3812,
Kerala,139,11477,9617,6787,4571,2216,2830,1763,643,1120,96,3338,26932,23469,21493,15181,3767,2545,1976,3463,
Kerala,141,9432,8774,8735,2974,5761,39,635,312,323,23,2749,20556,16346,14088,11595,1215,1278,2258,4210,
Kerala,143,304,283,283,28,255,0,21,14,7,0,92,975,832,788,459,320,9,44,143,
Kerala,151,55,40,40,19,21,0,15,12,3,0,14,111,82,78,47,26,5,4,29,
Kerala,152,6610,5342,5201,4369,832,141,1238,496,742,31,1840,17729,15184,14299,9204,2883,2212,884,2545,
Kerala,161,1208,919,919,602,317,0,182,100,82,107,264,1808,1749,1692,1258,329,105,57,59,
Kerala,162,10893,8489,7472,6409,1063,1017,2248,1474,774,156,2806,17209,15855,15578,9538,4715,1325,277,1354,
Kerala,170,2556,1988,1813,1026,787,176,550,261,289,18,737,6689,5966,5725,3528,1680,517,241,723,
Kerala,181,4898,2676,2535,2116,419,141,2213,644,1569,10,1577,40257,35701,34771,11207,11943,11621,930,4556,
Kerala,191,336,228,169,169,0,59,107,100,7,1,98,1173,1004,974,519,436,19,31,169,
Kerala,192,4863,3958,1343,1336,7,2615,904,658,246,1,1695,66680,49749,49104,24359,20992,3753,645,16931,
Kerala,201,7956,6189,5060,4463,597,1129,1753,1317,436,15,2737,81485,67067,65975,42686,19953,3336,1092,14418,
Kerala,202,5371,2936,1750,1079,671,1186,2396,672,1724,38,1642,27451,24780,24007,6951,10624,6432,772,2671,
Kerala,210,7758,5331,3839,2034,1805,1492,2388,841,1547,39,2319,27932,24544,23396,12676,6181,4539,1148,3388,
Kerala,221,18254,14684,11391,9438,1953,3292,3492,1879,1613,78,5643,79724,68914,66356,46646,15411,4299,2558,10810,
Kerala,222,8813,6643,6221,4408,1813,422,2077,983,1094,93,2611,25921,23274,22476,12970,7019,2487,797,2647,
Kerala,231,515,394,331,313,18,63,122,46,76,0,155,1245,1141,1094,735,199,160,46,104,
Kerala,239,18717,14631,11571,9832,1739,3060,3740,1738,2002,345,5197,81056,74963,72118,35157,30446,6515,2844,6093,
Kerala,241,3195,2361,1601,1581,20,760,830,450,380,5,964,11667,10271,9917,5238,3807,872,354,1396,
Kerala,242,873,652,416,375,41,236,219,108,111,2,291,5695,4625,4529,2487,1520,522,95,1070,
Kerala,243,2127,1684,1041,754,287,643,442,282,160,2,624,7578,6536,6169,3131,2571,467,368,1042,
Kerala,251,1606,1137,992,889,103,146,453,264,189,15,437,4349,3829,3630,2252,1095,283,199,520,
Kerala,259,2285,1699,1561,1158,403,138,514,254,260,72,646,5872,5320,5020,2894,1637,489,300,552,
Kerala,261,6059,4669,2707,1585,1122,1962,1390,996,394,0,1980,28341,25519,23465,12814,8945,1706,2055,2822,
Kerala,262,387,297,164,111,53,133,90,26,64,0,111,1272,1071,1052,739,146,167,20,201,
Kerala,263,910,637,251,130,121,386,273,234,39,0,248,5287,4392,4329,1829,1977,523,62,895,
Kerala,265,524,394,253,147,106,141,130,40,90,0,155,1708,1408,1340,825,275,240,68,300,
Kerala,266,234,146,60,36,24,86,88,82,6,0,66,1146,1071,1039,395,640,4,32,75,
Kerala,267,257,202,202,161,41,0,55,20,35,0,75,1669,1446,1384,745,248,391,61,223,
Kerala,271,3442,2702,1898,1318,580,804,731,436,295,10,1003,15815,13159,12558,7922,3574,1062,601,2656,
Kerala,272,424,337,337,204,133,0,86,63,23,1,128,1226,965,928,683,208,37,37,261,
Kerala,273,547,402,382,327,55,20,139,68,71,7,175,3505,3178,3125,1693,513,919,53,327,
Kerala,274,287,230,226,74,152,5,53,23,30,4,78,674,580,557,400,76,81,23,94,
Kerala,275,76,51,50,42,8,1,25,11,14,0,21,410,374,368,103,122,143,6,36,
Kerala,279,64,50,50,18,32,0,10,6,4,4,17,86,75,72,57,7,8,2,11,
Kerala,281,2165,1587,976,803,173,611,576,249,327,2,636,8097,7101,7003,4275,1144,1584,98,996,
Kerala,282,2410,1745,1642,1561,81,103,655,295,360,10,701,12218,10648,10155,5059,3931,1165,493,1570,
Kerala,292,130,82,82,82,0,0,45,28,17,3,36,270,246,244,155,68,21,2,24,
Kerala,293,1150,825,825,609,216,0,324,243,81,1,407,5968,5071,5038,2785,1909,344,33,897,
Kerala,301,5985,5389,1062,1034,28,4327,593,397,196,4,1655,32756,27940,25921,16510,7352,2059,2019,4816,
Kerala,303,1260,980,692,662,30,288,280,126,154,0,334,6111,5254,5120,3344,1181,595,134,857,
Kerala,310,2314,1693,1585,1296,289,108,544,264,280,77,647,6131,5521,5448,3403,1299,746,74,610,
Kerala,321,873,634,582,533,49,52,229,73,156,11,213,1599,1486,1446,894,272,280,40,113,
Kerala,322,349,301,301,120,181,0,48,29,19,0,104,863,758,712,558,106,48,47,105,
Kerala,325,5686,3523,2752,1339,1413,771,2158,860,1298,5,1710,25314,21760,21125,9008,8648,3469,634,3554,
Kerala,329,569,503,502,195,307,1,61,33,28,6,169,894,819,797,659,86,52,21,75,
Kerala,331,831,695,493,479,14,202,123,49,74,14,234,3389,3245,3218,2516,282,420,27,144,
Kerala,382,110,40,3,3,0,37,69,11,58,1,33,635,560,541,186,122,233,19,75,
Kerala,581,3503,1668,1558,1331,227,111,1836,507,1329,0,1228,24209,20079,19688,8393,5209,6086,392,4130,
Kerala,Other,25437,16482,15384,14671,713,1098,8894,3364,5530,61,7286,70819,62900,59785,33015,15779,10991,3115,7919,
Ladakh,All,36,33,0,0,0,33,3,3,0,0,11,141,125,117,64,53,0,8,16,
Ladakh,Other,36,33,0,0,0,33,3,3,0,0,11,141,125,117,64,53,0,8,16,
Madhya Pradesh,All,419616,322247,184518,164667,19851,137729,96028,45787,50241,1342,132971,1526998,1348072,1302486,607912,525487,169087,45586,178926,
Madhya Pradesh,16,2881,2206,1903,1867,36,303,624,229,395,51,824,4613,4494,4455,2363,1425,667,38,119,
Madhya Pradesh,103,3674,2993,1058,989,69,1935,679,249,430,3,1109,8438,7743,7582,3532,2903,1147,161,695,
Madhya Pradesh,104,7214,5438,3309,3203,106,2129,1712,752,960,64,2104,20181,18813,18270,7984,7362,2924,543,1368,
Madhya Pradesh,105,7528,6200,2176,2156,20,4024,1319,429,890,9,2467,22514,20946,20723,9068,7038,4617,223,1568,
Madhya Pradesh,106,11097,8206,5827,5615,212,2379,2712,1043,1669,180,3344,26724,24871,23997,11141,8343,4513,873,1853,
Madhya Pradesh,107,29352,20444,12809,11476,1333,7634,8835,1734,7101,74,8877,76583,69949,68172,33296,19430,15446,1776,6634,
Madhya Pradesh,108,1030,862,202,201,1,660,166,46,120,2,302,2379,2212,2156,1184,713,259,56,167,
Madhya Pradesh,110,7430,6078,2808,2799,9,3270,1351,561,790,1,2496,18996,17665,17287,8900,5900,2487,378,1331,
Madhya Pradesh,120,3442,2584,2033,1877,156,551,822,199,623,37,1032,6228,5270,4809,2504,1189,1116,461,958,
Madhya Pradesh,131,40732,33171,28046,22439,5607,5125,7535,2875,4660,26,13339,120051,109104,105030,58276,31524,15230,4075,10947,
Madhya Pradesh,139,7314,6025,5147,4384,763,878,1286,575,711,3,2279,30858,27760,27009,9462,14794,2753,750,3098,
Madhya Pradesh,141,8322,7503,7128,4532,2596,374,788,540,248,31,2528,17213,15646,15057,9432,5111,514,589,1567,
Madhya Pradesh,143,148,108,108,59,49,0,39,13,26,1,43,306,272,260,141,64,55,11,34,
Madhya Pradesh,151,429,363,43,43,0,320,66,39,27,0,130,1331,1156,1152,807,318,27,4,175,
Madhya Pradesh,152,2182,1935,1109,1107,2,826,205,130,75,42,658,5101,4715,4653,1939,2519,195,62,386,
Madhya Pradesh,161,39,27,23,22,1,4,5,3,2,7,8,31,30,29,25,3,1,0,1,
Madhya Pradesh,162,539,375,247,247,0,128,158,61,97,7,166,1088,1034,1002,543,323,136,31,54,
Madhya Pradesh,170,8268,6696,5376,4806,570,1321,1501,801,700,70,2583,22547,20194,19701,11034,6597,2070,493,2353,
Madhya Pradesh,181,2230,1215,1125,1067,58,90,1009,289,720,6,722,6100,5642,5442,1738,2276,1428,199,458,
Madhya Pradesh,191,176,138,138,111,27,0,38,28,10,0,50,nan,744,734,297,423,14,10,534,
Madhya Pradesh,192,4701,3644,495,479,16,3149,1039,680,359,19,1609,18762,17175,16729,8231,7504,994,445,1587,
Madhya Pradesh,201,17102,13666,3692,3649,43,9975,3406,1594,1812,31,5522,77695,71380,70250,31632,30742,7876,1130,6315,
Madhya Pradesh,202,14035,10379,7920,5429,2491,2460,3581,1318,2263,76,4334,39275,35655,34499,16271,11720,6508,1156,3620,
Madhya Pradesh,203,1438,1269,1193,965,228,76,169,111,58,0,443,3021,2735,2678,1556,1027,95,57,286,
Madhya Pradesh,210,28124,19683,10517,8405,2112,9165,8439,4802,3637,2,8977,98161,89185,85699,31346,40585,13768,3487,8976,
Madhya Pradesh,221,5115,4323,2754,2743,11,1569,782,414,368,11,1695,27797,22859,21998,15995,3138,2865,861,4938,
Madhya Pradesh,222,26095,21061,13860,12990,870,7202,4926,2726,2200,107,8115,67188,60930,58680,29702,22456,6522,2249,6258,
Madhya Pradesh,231,641,464,383,382,1,81,177,78,99,0,196,1341,1184,1148,666,342,140,35,157,
Madhya Pradesh,239,32182,24863,9173,9132,41,15691,7189,4345,2844,130,10894,138117,123511,117678,51777,51367,14534,5832,14606,
Madhya Pradesh,241,13223,10801,6189,6114,75,4612,2388,1173,1215,34,4080,35219,32279,31499,17917,10236,3346,780,2940,
Madhya Pradesh,242,3758,2711,1107,1034,73,1604,1042,890,152,5,1311,18365,15824,15587,6307,9056,224,236,2541,
Madhya Pradesh,243,4172,3294,1611,1599,12,1683,869,373,496,9,1266,10325,9687,9458,4870,3024,1564,228,638,
Madhya Pradesh,251,6383,4884,2631,2625,6,2253,1485,867,618,15,1961,23030,21037,20453,9367,8920,2166,583,1993,
Madhya Pradesh,259,6524,5274,3648,3505,143,1626,1184,574,610,66,1979,15685,14506,14039,7422,4709,1908,467,1179,
Madhya Pradesh,261,337,263,43,43,0,220,74,40,34,0,105,761,719,699,347,233,119,19,42,
Madhya Pradesh,263,112,63,63,58,5,0,49,20,29,0,34,291,284,275,117,86,72,8,7,
Madhya Pradesh,265,599,390,347,327,20,43,209,94,115,0,190,2529,2232,2139,873,921,345,94,297,
Madhya Pradesh,266,151,107,107,97,10,0,44,23,21,0,46,402,343,335,63,212,60,8,59,
Madhya Pradesh,271,12141,8309,5510,5495,15,2799,3827,2988,839,5,3735,110939,96634,96128,44581,47197,4350,506,14305,
Madhya Pradesh,272,473,343,270,260,10,73,114,67,47,16,124,1675,1339,1305,818,350,137,34,336,
Madhya Pradesh,273,6390,5114,1652,1645,7,3462,1270,867,403,5,2114,19962,17749,17287,8617,7617,1053,462,2213,
Madhya Pradesh,274,2262,1760,484,435,49,1276,501,243,258,1,806,6732,6129,5738,2768,1964,1006,391,603,
Madhya Pradesh,279,1105,879,866,801,65,13,224,116,108,2,339,3969,3565,3413,1175,1910,328,154,404,
Madhya Pradesh,281,7113,5256,3705,3588,117,1551,1845,845,1000,12,2260,29048,25257,23942,10553,9310,4079,1315,3791,
Madhya Pradesh,282,10414,7665,3697,3584,113,3968,2665,1583,1082,85,3094,47059,42760,39897,13701,23102,3094,2863,4299,
Madhya Pradesh,291,9916,6581,1098,1098,0,5483,3317,2094,1223,18,3109,74132,65477,58788,20138,35302,3348,6689,8655,
Madhya Pradesh,292,3204,2654,704,704,0,1950,548,357,191,2,977,8471,7909,7620,3920,3322,378,289,562,
Madhya Pradesh,293,19636,16108,6745,6494,251,9363,3515,1599,1916,13,6186,55228,50262,48886,26094,15642,7150,1376,4966,
Madhya Pradesh,302,910,704,523,521,2,181,203,85,118,3,279,2974,2744,2615,847,1360,408,130,230,
Madhya Pradesh,309,1613,1216,628,628,0,588,396,167,229,2,491,8558,7677,7513,3083,2305,2125,164,881,
Madhya Pradesh,310,2398,1737,1464,1439,25,273,644,233,411,17,728,6912,6304,5958,2260,2830,868,346,608,
Madhya Pradesh,321,2051,1426,775,613,162,651,624,106,518,1,621,4323,3915,3841,1887,963,991,74,408,
Madhya Pradesh,325,140,67,56,49,7,11,69,16,53,4,41,570,527,504,99,234,171,23,43,
Madhya Pradesh,329,465,364,364,352,12,0,101,41,60,0,140,1050,890,869,367,421,81,22,160,
Madhya Pradesh,331,575,392,327,326,1,65,182,73,109,1,178,2741,2496,2438,711,1638,89,58,245,
Madhya Pradesh,383,829,657,143,98,45,514,169,65,104,4,252,1466,1372,1367,680,504,183,4,94,
Madhya Pradesh,581,862,326,326,325,1,0,536,200,336,0,277,3068,2707,2590,668,983,939,117,361,
Madhya Pradesh,Other,28406,20989,8840,7642,1198,12150,7383,3328,4055,34,9403,167599,122577,120415,56813,44000,19602,2162,45022,
Maharashtra,All,2138304,1549289,732926,655144,77782,816363,586117,246401,339716,2899,658720,10637953,9546929,9150529,3786330,3603846,1760353,396400,1091024,
Maharashtra,16,13087,10000,4327,3822,505,5673,2961,1295,1666,126,3179,27323,25874,25508,10984,10780,3744,366,1449,
Maharashtra,89,274,227,137,137,0,90,43,11,32,4,62,322,272,240,179,21,40,32,50,
Maharashtra,101,4261,2874,1159,1006,153,1715,1385,675,710,3,1377,13856,12443,11882,5549,3694,2639,562,1413,
Maharashtra,102,7570,6394,2053,1444,609,4341,1175,654,521,1,2432,23875,22354,20983,12052,7105,1826,1372,1521,
Maharashtra,103,13598,8972,3815,3083,732,5158,4621,1548,3073,6,4228,51063,45147,43860,15641,16853,11366,1287,5916,
Maharashtra,104,11280,8065,4641,4548,93,3424,3186,1130,2056,29,3613,39659,36364,35314,15475,13213,6626,1050,3295,
Maharashtra,105,33215,23221,11164,10675,489,12058,9925,3377,6548,69,11194,133152,121473,117572,55494,38456,23622,3901,11679,
Maharashtra,106,13213,8318,4984,4683,301,3334,4771,2363,2408,125,4019,49207,44429,43334,17195,20927,5212,1095,4778,
Maharashtra,107,145673,105049,71809,66142,5667,33240,40555,12168,28387,70,45068,507570,460649,431666,211181,129982,90503,28984,46921,
Maharashtra,108,7082,4694,1978,1942,36,2717,2388,1024,1364,0,2165,22717,21099,20249,8141,8004,4104,849,1618,
Maharashtra,110,20821,16153,6794,6135,659,9359,4624,2369,2255,44,6279,84901,77281,74770,40241,25701,8828,2511,7620,
Maharashtra,120,26216,24515,23185,2126,21059,1330,1693,372,1321,8,7596,35389,31293,29750,19839,6806,3105,1544,4096,
Maharashtra,131,113908,96970,55569,51528,4041,41401,16731,7818,8913,207,35341,318417,298613,290712,180785,80234,29693,7900,19804,
Maharashtra,139,33210,27215,15024,13062,1962,12191,5931,2363,3568,65,10555,151490,134027,126581,66291,34482,25808,7446,17463,
Maharashtra,141,37975,30364,21180,13006,8174,9184,7374,2469,4905,237,11282,109696,101183,98230,56789,24869,16572,2953,8513,
Maharashtra,143,1178,843,424,374,50,419,334,179,155,1,397,10965,9829,9665,2878,6192,595,164,1136,
Maharashtra,151,1773,728,530,398,132,198,1044,346,698,1,540,8008,7295,7289,1651,3804,1834,6,713,
Maharashtra,152,2370,1822,1219,950,269,603,543,311,232,5,716,6805,6210,5960,3358,1834,768,249,595,
Maharashtra,161,81,50,50,50,0,0,9,3,6,22,16,83,81,79,60,12,7,2,2,
Maharashtra,162,3137,2437,1435,1289,146,1002,671,263,408,28,945,8400,7715,7544,3991,2291,1262,171,685,
Maharashtra,170,34080,26379,13338,12191,1147,13041,7575,3280,4295,127,10401,147096,134073,123581,56071,42859,24651,10492,13023,
Maharashtra,181,24330,15379,9215,8776,439,6164,8839,3040,5799,112,7533,119280,110483,108438,34504,42725,31209,2045,8797,
Maharashtra,191,387,309,150,150,0,159,78,24,54,0,120,1213,1113,1083,518,354,211,30,100,
Maharashtra,192,19696,15804,3299,3190,109,12505,3871,2199,1672,21,5930,225803,190128,178330,79109,80889,18332,11798,35675,
Maharashtra,201,59366,38034,16304,15904,400,21730,21278,10940,10338,54,19517,429417,383653,360699,123100,184612,52987,22954,45764,
Maharashtra,202,82646,54136,21037,19002,2035,33100,28400,12303,16097,110,25198,593433,526356,497029,133971,220933,142125,29327,67077,
Maharashtra,203,7010,5620,1990,1674,316,3630,1390,1089,301,0,2497,40312,35184,34742,16224,16081,2437,442,5128,
Maharashtra,210,114407,59995,24297,21385,2912,35698,54358,18323,36035,53,35406,840489,755815,714277,170102,322440,221735,41537,84674,
Maharashtra,221,37650,30728,12554,11700,854,18174,6888,3028,3860,34,11576,170497,151321,145902,82471,45082,18349,5420,19176,
Maharashtra,222,91188,69209,27018,24428,2590,42191,21874,8357,13517,106,28442,345863,314271,298173,134279,104958,58936,16098,31592,
Maharashtra,231,9690,7485,3801,3053,748,3684,2203,1141,1062,3,2998,61714,52572,49488,19132,26429,3927,3083,9142,
Maharashtra,239,34324,25354,9763,9558,205,15591,8760,4885,3875,210,10901,153161,140108,136477,60577,60645,15255,3630,13053,
Maharashtra,241,75744,58389,23534,23185,349,34855,17327,9551,7776,28,24919,428447,384960,371695,175958,157137,38600,13266,43487,
Maharashtra,242,15208,11236,5412,4985,427,5824,3969,1810,2159,3,4711,68006,61005,59052,26368,22957,9727,1954,7001,
Maharashtra,243,53087,40820,16630,16394,236,24190,12260,6439,5821,6,16301,222441,205769,196313,95349,71419,29545,9456,16672,
Maharashtra,251,46686,31255,11227,11034,193,20028,15362,6184,9178,69,14219,204363,186521,181988,72488,72989,36511,4533,17842,
Maharashtra,252,2681,1579,891,889,2,688,1102,846,256,0,818,13612,12277,11695,3872,6729,1094,581,1335,
Maharashtra,259,97926,72996,38802,36466,2336,34194,24674,11099,13575,255,29628,400786,364681,353728,162498,138145,53085,10952,36105,
Maharashtra,261,20071,14368,7640,6054,1586,6728,5695,2352,3343,8,6081,147194,128094,125646,37560,70938,17148,2447,19100,
Maharashtra,262,3680,2040,1721,365,1356,319,1640,449,1191,0,1041,23646,21617,20696,4329,12050,4317,921,2029,
Maharashtra,263,6027,4666,223,221,2,4443,1361,283,1078,0,1861,26356,24446,23299,11498,6736,5065,1147,1910,
Maharashtra,264,5229,2899,729,533,196,2170,2329,740,1589,1,1587,28676,26915,26158,6232,11439,8487,757,1761,
Maharashtra,265,16827,8411,3522,3167,355,4889,8414,2284,6130,1,4786,132711,121534,114677,20375,39983,54319,6857,11177,
Maharashtra,266,1548,868,643,469,174,225,680,200,480,0,462,12410,10696,10509,2932,4818,2759,188,1714,
Maharashtra,267,1135,675,309,276,33,366,460,78,382,0,346,6981,6550,6489,1940,1095,3454,60,431,
Maharashtra,271,39216,25602,11848,11416,432,13754,13570,7040,6530,43,11649,248901,225351,215468,71843,98129,45496,9883,23550,
Maharashtra,272,6299,5416,1878,1837,41,3538,874,466,408,10,1969,28875,24769,24399,15119,7720,1560,370,4106,
Maharashtra,273,20733,14471,5794,4201,1593,8678,6260,2442,3818,1,6262,92485,84586,82707,29888,32880,19939,1879,7899,
Maharashtra,274,7320,5247,2036,1827,209,3211,2069,899,1170,5,2203,26711,24132,23765,11580,7881,4304,368,2579,
Maharashtra,275,11080,8658,2306,2240,66,6352,2422,1125,1297,0,3352,43098,39559,38380,19382,13681,5317,1180,3539,
Maharashtra,279,13169,9293,4848,4461,387,4445,3842,1828,2014,34,4009,72731,64486,62425,22938,32772,6715,2061,8245,
Maharashtra,281,120554,80669,37051,36079,972,43618,39822,17870,21952,63,36590,746907,663391,638784,227752,282803,128229,24607,83516,
Maharashtra,282,97218,64887,27154,26504,650,37733,32224,14114,18110,107,29569,610114,541642,519602,186794,222414,110394,22040,68472,
Maharashtra,291,55960,42637,33731,32682,1049,8905,13305,5450,7855,18,17869,516968,440613,419498,180352,147312,91834,21115,76355,
Maharashtra,292,7999,6044,2203,2159,44,3841,1954,744,1210,1,2428,34317,30414,29431,15645,9126,4660,983,3903,
Maharashtra,293,183574,144870,47947,45936,2011,96923,38648,18515,20133,56,56517,774473,690872,668902,339792,237224,91886,21971,83601,
Maharashtra,301,464,336,229,222,7,107,129,56,73,0,135,2312,2219,2161,950,576,635,59,93,
Maharashtra,302,1485,1183,486,473,13,697,302,165,137,0,441,4638,4187,4086,2228,1473,385,101,451,
Maharashtra,303,3321,2837,2002,1589,413,835,484,171,313,0,1056,15106,11770,11742,8509,1809,1424,28,3336,
Maharashtra,309,58370,43944,14035,13764,271,29909,14391,7354,7037,35,18064,279703,247608,241966,106740,103309,31917,5642,32095,
Maharashtra,310,27330,19112,5449,5157,292,13663,8155,2716,5439,62,8159,135504,124920,122365,40550,55335,26480,2555,10584,
Maharashtra,321,53459,40562,15309,12688,2621,25253,12778,3595,9183,119,15953,222222,206129,199134,116916,44412,37806,6996,16093,
Maharashtra,323,400,284,180,152,28,104,115,80,35,1,122,1122,1045,1016,489,443,84,29,77,
Maharashtra,324,4384,3675,925,708,217,2750,699,304,395,12,1319,12700,11493,11318,6313,3842,1163,176,1207,
Maharashtra,325,7235,4892,3191,2429,762,1701,2339,869,1470,3,2304,30719,27572,26220,10939,10204,5077,1352,3147,
Maharashtra,329,4453,3291,1276,953,323,2015,1139,608,531,24,1334,16805,15312,14745,5833,6718,2194,567,1493,
Maharashtra,331,5883,4058,3456,3341,115,603,1824,862,962,1,1678,50372,45854,44429,20919,17626,5884,1425,4518,
